country,year,sex,age,suicides/100k pop,gdp_per_capita ($),generation,GDP_for_year ($),log_rate
46,1987,1,1,23.71,22137,0,1222131483,3.20720802
46,1987,0,2,13.64,22137,5,1222131483,2.683757509
46,1987,1,0,11.62,22137,2,1222131483,2.535282857
46,1987,0,1,9.93,22137,0,1222131483,2.391511302
46,1987,0,0,6.5,22137,2,1222131483,2.014903021
46,1987,1,3,0.58,22137,2,1222131483,0.457424847
46,1987,0,3,0.2,22137,2,1222131483,0.182321557
46,1988,1,5,72.19,26687,1,781396539,4.2930588
46,1988,0,5,54.89,26687,1,781396539,4.023385473
46,1988,1,4,38.27,26687,1,781396539,3.670460869
46,1988,1,2,33.29,26687,5,781396539,3.534853766
46,1988,0,4,23.85,26687,1,781396539,3.212857753
46,1988,1,1,21.87,26687,0,781396539,3.129826008
46,1988,0,2,13.28,26687,5,781396539,2.658859957
46,1988,1,0,10.36,26687,2,781396539,2.430098413
46,1988,0,1,9.28,26687,0,781396539,2.33020026
46,1988,0,0,6.51,26687,2,781396539,2.016235466
46,1988,1,3,0.57,26687,2,781396539,0.451075619
46,1988,0,3,0.36,26687,2,781396539,0.3074847
46,1989,1,5,67.95,26389,1,1192418807,4.233381604
46,1989,0,5,51.55,26389,1,1192418807,3.961765097
46,1989,1,4,35.4,26389,1,1192418807,3.594568775
46,1989,1,2,28.19,26389,5,1192418807,3.373826185
46,1989,0,4,22.75,26389,1,1192418807,3.16758253
46,1989,1,1,19.95,26389,0,1192418807,3.042138646
46,1989,0,2,12.56,26389,5,1192418807,2.607124283
46,1989,1,0,9.69,26389,2,1192418807,2.369308725
46,1989,0,1,9.36,26389,0,1192418807,2.337952237
46,1989,0,0,5.25,26389,2,1192418807,1.832581464
46,1989,1,3,0.43,26389,2,1192418807,0.357674444
46,1989,0,3,0.34,26389,2,1192418807,0.292669614
46,1990,1,5,62.94,26949,1,1786494064,4.157945144
46,1990,0,5,48.55,26949,1,1786494064,3.902982261
46,1990,1,4,33.95,26949,1,1786494064,3.553918469
46,1990,1,2,26.36,26949,5,1786494064,3.309082093
46,1990,0,4,20.71,26949,1,1786494064,3.077772984
46,1990,1,1,18.44,26949,0,1786494064,2.967332799
46,1990,0,2,11.92,26949,5,1786494064,2.558776498
46,1990,1,0,9.17,26949,2,1786494064,2.31944221
46,1990,0,1,8.99,26949,0,1786494064,2.301584593
46,1990,0,0,4.75,26949,2,1786494064,1.749199855
46,1990,1,3,0.37,26949,2,1786494064,0.31481074
46,1990,0,3,0.22,26949,2,1786494064,0.198850859
46,1991,1,5,58.59,30688,1,1877615059,4.087487775
46,1991,0,5,43.12,30688,1,1877615059,3.786913194
46,1991,1,4,33.97,30688,5,1877615059,3.554490551
46,1991,1,2,27.07,30688,0,1877615059,3.33470139
46,1991,0,4,19.83,30688,5,1877615059,3.036394255
46,1991,1,1,18.12,30688,0,1877615059,2.950734908
46,1991,0,2,11.18,30688,0,1877615059,2.499795262
46,1991,1,0,9.12,30688,2,1877615059,2.314513664
46,1991,0,1,8.31,30688,0,1877615059,2.231089091
46,1991,0,0,4.73,30688,2,1877615059,1.745715531
46,1991,1,3,0.28,30688,4,1877615059,0.246860078
46,1991,0,3,0.19,30688,4,1877615059,0.173953307
46,1992,1,5,59.92,33320,1,389224104,4.109561528
46,1992,0,5,41.8,33320,1,389224104,3.756538103
46,1992,1,4,36.21,33320,5,389224104,3.616577542
46,1992,1,2,29.05,33320,0,389224104,3.402862661
46,1992,0,4,19.31,33320,5,389224104,3.011113376
46,1992,1,1,18.8,33320,0,389224104,2.985681938
46,1992,0,2,11.02,33320,0,389224104,2.486571929
46,1992,1,0,10.22,33320,2,389224104,2.4176979
46,1992,0,1,8.1,33320,0,389224104,2.208274414
46,1992,0,0,4.74,33320,2,389224104,1.74745921
46,1992,1,3,0.67,33320,4,389224104,0.512823626
46,1992,0,3,0.44,33320,4,389224104,0.364643114
46,1993,1,5,51.77,37832,1,262790995,3.965942847
46,1993,0,5,37.05,37832,1,262790995,3.638901084
46,1993,1,4,35.51,37832,5,262790995,3.597586196
46,1993,1,2,30.26,37832,0,262790995,3.442339325
46,1993,1,1,18.14,37832,0,262790995,2.951780386
46,1993,0,4,17.9,37832,5,262790995,2.939161922
46,1993,0,2,10.82,37832,0,262790995,2.469793012
46,1993,1,0,10.05,37832,2,262790995,2.402430428
46,1993,0,1,7.54,37832,0,262790995,2.144761008
46,1993,0,0,4.38,37832,2,262790995,1.682688374
46,1993,1,3,0.43,37832,4,262790995,0.357674444
46,1993,0,3,0.25,37832,4,262790995,0.223143551
46,1994,1,5,55.09,41563,1,2108234858,4.026957544
46,1994,1,4,35.33,41563,5,2108234858,3.592643846
46,1994,0,5,35.21,41563,1,2108234858,3.589335324
46,1994,1,2,30.08,41563,0,2108234858,3.436564525
46,1994,1,1,19.77,41563,0,2108234858,3.033509638
46,1994,0,4,16.84,41563,5,2108234858,2.881443127
46,1994,1,0,11.97,41563,2,2108234858,2.562638998
46,1994,0,2,10.21,41563,0,2108234858,2.416806237
46,1994,0,1,8.32,41563,0,2108234858,2.232162629
46,1994,0,0,5.08,41563,2,2108234858,1.805004696
46,1994,1,3,0.75,41563,4,2108234858,0.559615788
46,1994,0,3,0.3,41563,4,2108234858,0.262364264
46,1995,1,5,53.17,46043,1,1197193643,3.99212725
46,1995,1,4,35.71,46043,5,1197193643,3.603049198
46,1995,0,5,34.45,46043,1,1197193643,3.568123253
46,1995,1,2,30.5,46043,0,1197193643,3.449987546
46,1995,1,1,20.13,46043,2,1197193643,3.050693832
46,1995,0,4,17.32,46043,5,1197193643,2.907993359
46,1995,1,0,11.25,46043,2,1197193643,2.505525937
46,1995,0,2,11.03,46043,0,1197193643,2.48740353
46,1995,0,1,8.16,46043,2,1197193643,2.214846179
46,1995,0,0,5.47,46043,2,1197193643,1.867176109
46,1995,1,3,0.6,46043,4,1197193643,0.470003629
46,1995,0,3,0.34,46043,4,1197193643,0.292669614
46,1996,1,5,50.85,40693,1,1874334207,3.948354935
46,1996,1,4,37.99,40693,5,1874334207,3.663305203
46,1996,0,5,33.54,40693,1,1874334207,3.542118073
46,1996,1,2,31.99,40693,0,1874334207,3.496204485
46,1996,1,1,19.63,40693,2,1874334207,3.026746327
46,1996,0,4,17.52,40693,5,1874334207,2.918851229
46,1996,1,0,11.33,40693,2,1874334207,2.512035317
46,1996,0,2,10.92,40693,0,1874334207,2.478217662
46,1996,0,1,8.34,40693,2,1874334207,2.234306252
46,1996,0,0,5.43,40693,2,1874334207,1.860974538
46,1996,1,3,0.59,40693,4,1874334207,0.463734016
46,1996,0,3,0.35,40693,4,1874334207,0.300104592
46,1997,1,5,52.59,37080,1,493536744,3.981362484
46,1997,1,4,41.14,37080,5,493536744,3.740997408
46,1997,1,2,33.81,37080,0,493536744,3.549904702
46,1997,0,5,33.21,37080,1,493536744,3.532517999
46,1997,1,1,20.53,37080,2,493536744,3.069447311
46,1997,0,4,17.52,37080,5,493536744,2.918851229
46,1997,0,2,11.62,37080,0,493536744,2.535282857
46,1997,1,0,11.35,37080,2,493536744,2.513656063
46,1997,0,1,9.31,37080,2,493536744,2.333114298
46,1997,0,0,5.51,37080,2,493536744,1.873339456
46,1997,1,3,0.5,37080,4,493536744,0.405465108
46,1997,0,3,0.29,37080,4,493536744,0.254642218
46,1998,1,5,61.35,33791,1,464530071,4.132763672
46,1998,1,4,58.92,33791,5,464530071,4.093010339
46,1998,1,2,47.75,33791,0,464530071,3.886705197
46,1998,0,5,38.09,33791,1,464530071,3.66586668
46,1998,1,1,27.2,33791,2,464530071,3.339321978
46,1998,0,4,22.02,33791,5,464530071,3.136363403
46,1998,1,0,16.8,33791,2,464530071,2.879198457
46,1998,0,2,13.65,33791,0,464530071,2.684440335
46,1998,0,1,11.95,33791,2,464530071,2.561095788
46,1998,0,0,7.44,33791,2,464530071,2.132982309
46,1998,1,3,0.99,33791,4,464530071,0.688134639
46,1998,0,3,0.44,33791,4,464530071,0.364643114
46,1999,1,5,60.73,38164,1,823553983,4.122770036
46,1999,1,4,57.55,38164,5,823553983,4.06988109
46,1999,1,2,47.92,38164,0,823553983,3.890186311
46,1999,0,5,34.1,38164,1,823553983,3.55820113
46,1999,1,1,28.08,38164,2,823553983,3.370050653
46,1999,0,4,20.64,38164,5,823553983,3.074543454
46,1999,1,0,16.52,38164,2,823553983,2.863343086
46,1999,0,2,13.36,38164,0,823553983,2.664446564
46,1999,0,1,11.56,38164,2,823553983,2.530517161
46,1999,0,0,7.29,38164,2,823553983,2.115049969
46,1999,1,3,0.68,38164,4,823553983,0.518793793
46,1999,0,3,0.47,38164,4,823553983,0.385262401
46,2000,1,4,56.92,40813,5,153122103,4.059062748
46,2000,1,5,50.8,40813,1,153122103,3.947390149
46,2000,1,2,45.74,40813,0,153122103,3.844600329
46,2000,0,5,31,40813,1,153122103,3.465735903
46,2000,1,1,26.5,40813,2,153122103,3.314186005
46,2000,0,4,19.74,40813,5,153122103,3.032064203
46,2000,1,0,15.79,40813,2,153122103,2.820783471
46,2000,0,2,12.5,40813,0,153122103,2.602689685
46,2000,0,1,11.44,40813,2,153122103,2.520917087
46,2000,0,0,6.92,40813,2,153122103,2.069391206
46,2000,1,3,0.91,40813,4,153122103,0.647103242
46,2000,0,3,0.26,40813,4,153122103,0.231111721
46,2001,1,4,54.68,35843,5,12970749,4.019621016
46,2001,1,5,49.71,35843,5,12970749,3.92612313
46,2001,1,2,45.18,35843,0,12970749,3.832546804
46,2001,0,5,27.71,35843,5,12970749,3.357245494
46,2001,1,1,25.23,35843,2,12970749,3.266903794
46,2001,0,4,18.66,35843,5,12970749,2.978586115
46,2001,1,0,14.59,35843,4,12970749,2.746629683
46,2001,0,2,12.37,35843,0,12970749,2.593013391
46,2001,0,1,11.04,35843,2,12970749,2.48823444
46,2001,0,0,7,35843,4,12970749,2.079441542
46,2001,1,3,0.62,35843,4,12970749,0.482426149
46,2001,0,3,0.37,35843,4,12970749,0.31481074
46,2002,1,4,55.07,34239,5,537609502,4.02660091
46,2002,1,2,47.55,34239,0,537609502,3.882594195
46,2002,1,5,47.2,34239,5,537609502,3.875359021
46,2002,0,5,26.05,34239,5,537609502,3.297687005
46,2002,1,1,25.98,34239,2,537609502,3.295095851
46,2002,0,4,18.53,34239,5,537609502,2.971951745
46,2002,1,0,14.74,34239,4,537609502,2.756205243
46,2002,0,2,12.77,34239,0,537609502,2.622492313
46,2002,0,1,11.01,34239,2,537609502,2.485739636
46,2002,0,0,6.34,34239,4,537609502,1.993338843
46,2002,1,3,0.4,34239,4,537609502,0.336472237
46,2002,0,3,0.2,34239,4,537609502,0.182321557
46,2003,1,4,56.48,36926,5,366919862,4.051437061
46,2003,1,2,52.74,36926,0,366919862,3.984157603
46,2003,1,5,45.19,36926,5,366919862,3.832763324
46,2003,1,1,31.13,36926,2,366919862,3.469790173
46,2003,0,5,24.61,36926,5,366919862,3.2429829
46,2003,0,4,19.14,36926,5,366919862,3.002707887
46,2003,1,0,15.48,36926,4,366919862,2.802147524
46,2003,0,2,13.22,36926,0,366919862,2.654649424
46,2003,0,1,12.5,36926,2,366919862,2.602689685
46,2003,0,0,7.84,36926,4,366919862,2.179286877
46,2003,0,3,0.56,36926,4,366919862,0.444685821
46,2003,1,3,0.52,36926,4,366919862,0.418710335
46,2004,1,4,51.55,39960,5,490515546,3.961765097
46,2004,1,2,48.28,39960,0,490515546,3.897518319
46,2004,1,5,46.25,39960,5,490515546,3.855452654
46,2004,1,1,28.97,39960,2,490515546,3.400196881
46,2004,0,5,22.86,39960,5,490515546,3.172203417
46,2004,0,4,17.68,39960,5,490515546,2.927453433
46,2004,1,0,16.92,39960,4,490515546,2.885917408
46,2004,0,2,12.35,39960,0,490515546,2.591516385
46,2004,0,1,12.18,39960,2,490515546,2.578700529
46,2004,0,0,8.39,39960,4,490515546,2.239645293
46,2004,1,3,0.44,39960,4,490515546,0.364643114
46,2004,0,3,0.38,39960,4,490515546,0.322083499
46,2005,1,4,50.67,39412,5,881834240,3.944877342
46,2005,1,2,48.73,39412,0,881834240,3.906608373
46,2005,1,5,43.32,39412,5,881834240,3.791436042
46,2005,1,1,31.85,39412,2,881834240,3.491951745
46,2005,0,5,21.89,39412,5,881834240,3.130700134
46,2005,1,0,17.65,39412,4,881834240,2.925846146
46,2005,0,4,16.38,39412,5,881834240,2.85532012
46,2005,0,1,13.1,39412,2,881834240,2.646174797
46,2005,0,2,12.9,39412,0,881834240,2.63188884
46,2005,0,0,9.64,39412,4,881834240,2.364620484
46,2005,1,3,0.48,39412,4,881834240,0.392042088
46,2005,0,3,0.28,39412,4,881834240,0.246860078
46,2006,1,4,49.5,37534,5,813272310,3.921973336
46,2006,1,2,45.01,37534,0,813272310,3.828858764
46,2006,1,5,43.11,37534,5,813272310,3.786686514
46,2006,1,1,30.45,37534,2,813272310,3.448398983
46,2006,0,5,21.54,37534,5,813272310,3.115291509
46,2006,1,0,18.18,37534,4,813272310,2.953868069
46,2006,0,4,16.65,37534,5,813272310,2.870735783
46,2006,0,2,13.44,37534,0,813272310,2.670002133
46,2006,0,1,13.37,37534,2,813272310,2.6651427
46,2006,0,0,9.7,37534,4,813272310,2.370243741
46,2006,1,3,0.94,37534,4,813272310,0.662687973
46,2006,0,3,0.35,37534,4,813272310,0.300104592
46,2007,1,4,50.74,37408,5,1253886335,3.946231177
46,2007,1,5,46.48,37408,5,1253886335,3.86030857
46,2007,1,2,45.9,37408,0,1253886335,3.848017675
46,2007,1,1,30.54,37408,2,1253886335,3.451256582
46,2007,0,5,21.37,37408,5,1253886335,3.107720776
46,2007,1,0,18.43,37408,4,1253886335,2.966818263
46,2007,0,4,17.93,37408,5,1253886335,2.940747965
46,2007,0,2,14.11,37408,0,1253886335,2.715356776
46,2007,0,1,13.2,37408,2,1253886335,2.653241965
46,2007,0,0,9.27,37408,4,1253886335,2.329227024
46,2007,1,3,0.51,37408,3,1253886335,0.412109651
46,2007,0,3,0.28,37408,3,1253886335,0.246860078
46,2008,1,4,48.74,41773,5,88173094,3.906809438
46,2008,1,2,44.09,41773,0,88173094,3.808660492
46,2008,1,5,42.94,41773,5,88173094,3.782825067
46,2008,1,1,32.2,41773,2,88173094,3.502549876
46,2008,0,5,20.39,41773,5,88173094,3.062923523
46,2008,1,0,20.2,41773,4,88173094,3.054001182
46,2008,0,4,16.59,41773,5,88173094,2.867330559
46,2008,0,1,15.16,41773,2,88173094,2.782539053
46,2008,0,2,13.64,41773,0,88173094,2.683757509
46,2008,0,0,10.36,41773,4,88173094,2.430098413
46,2008,1,3,0.69,41773,3,88173094,0.524728529
46,2008,0,3,0.32,41773,3,88173094,0.277631737
46,2009,1,4,49.2,43415,5,112508066,3.916015027
46,2009,1,2,46.43,43415,0,112508066,3.85925494
46,2009,1,5,42.83,43415,5,112508066,3.780318514
46,2009,1,1,33.27,43415,2,112508066,3.534270336
46,2009,1,0,20.36,43415,4,112508066,3.061520014
46,2009,0,5,19.43,43415,5,112508066,3.017004409
46,2009,0,4,16.19,43415,5,112508066,2.844327819
46,2009,0,1,14.13,43415,2,112508066,2.716679528
46,2009,0,2,14.09,43415,0,112508066,2.714032273
46,2009,0,0,9.82,43415,4,112508066,2.381396273
46,2009,1,3,0.57,43415,3,112508066,0.451075619
46,2009,0,3,0.37,43415,3,112508066,0.31481074
46,2010,1,4,45.52,47059,5,676512952,3.839882328
46,2010,1,2,42.91,47059,2,676512952,3.782142085
46,2010,1,5,40.93,47059,5,676512952,3.736001561
46,2010,1,1,32.51,47059,2,676512952,3.511843902
46,2010,1,0,20.79,47059,4,676512952,3.081451149
46,2010,0,5,19.15,47059,5,676512952,3.003204288
46,2010,0,4,16.43,47059,5,676512952,2.85819286
46,2010,0,2,14.33,47059,2,676512952,2.729811693
46,2010,0,1,13.36,47059,2,676512952,2.664446564
46,2010,0,0,8.45,47059,4,676512952,2.246014742
46,2010,1,3,0.72,47059,3,676512952,0.542324291
46,2010,0,3,0.38,47059,3,676512952,0.322083499
46,2011,1,4,41.96,50919,0,1523507640,3.76026945
46,2011,1,2,40.5,50919,2,1523507640,3.725693427
46,2011,1,5,39.28,50919,5,1523507640,3.695855068
46,2011,1,1,31.68,50919,4,1523507640,3.48676327
46,2011,1,0,20.88,50919,4,1523507640,3.085572978
46,2011,0,5,19.29,50919,5,1523507640,3.010128154
46,2011,0,4,16.52,50919,0,1523507640,2.863343086
46,2011,0,2,15.41,50919,2,1523507640,2.797890905
46,2011,0,1,15.2,50919,4,1523507640,2.785011242
46,2011,0,0,10.39,50919,4,1523507640,2.432735777
46,2011,1,3,0.9,50919,3,1523507640,0.641853886
46,2011,0,3,0.4,50919,3,1523507640,0.336472237
46,2012,1,5,39.11,51379,5,1280345910,3.69162568
46,2012,1,4,37.74,51379,0,1280345910,3.656872658
46,2012,1,2,37.03,51379,2,1280345910,3.638375322
46,2012,1,1,30.39,51379,4,1280345910,3.446489371
46,2012,1,0,20.92,51379,4,1280345910,3.087399462
46,2012,0,5,17.22,51379,5,1280345910,2.902519892
46,2012,0,4,15.2,51379,0,1280345910,2.785011242
46,2012,0,2,13.24,51379,2,1280345910,2.656054906
46,2012,0,1,13.09,51379,4,1280345910,2.645465326
46,2012,0,0,8.43,51379,4,1280345910,2.243896097
46,2012,1,3,0.96,51379,3,1280345910,0.672944473
46,2012,0,3,0.37,51379,3,1280345910,0.31481074
46,2013,1,5,39.6,42781,5,1756301071,3.703768067
46,2013,1,2,36.47,42781,2,1756301071,3.623540613
46,2013,1,4,36.46,42781,0,1756301071,3.623273697
46,2013,1,1,30.31,42781,4,1756301071,3.443937535
46,2013,1,0,20.22,42781,4,1756301071,3.054944133
46,2013,0,5,17.87,42781,5,1756301071,2.937573359
46,2013,0,4,15.07,42781,0,1756301071,2.77695418
46,2013,0,2,13.21,42781,2,1756301071,2.653945942
46,2013,0,1,12.3,42781,4,1756301071,2.587764035
46,2013,0,0,8,42781,4,1756301071,2.197224577
46,2013,1,3,1.02,42781,3,1756301071,0.703097511
46,2013,0,3,0.63,42781,3,1756301071,0.488580015
46,2014,1,5,36.93,40328,5,1395458854,3.635742356
46,2014,1,4,33.78,40328,0,1395458854,3.549042509
46,2014,1,2,32.88,40328,2,1395458854,3.52282487
46,2014,1,1,30.41,40328,4,1395458854,3.447126314
46,2014,1,0,19.31,40328,4,1395458854,3.011113376
46,2014,0,5,16.26,40328,5,1395458854,2.848391686
46,2014,0,4,14.53,40328,0,1395458854,2.742773637
46,2014,0,2,12.72,40328,2,1395458854,2.618854622
46,2014,0,1,12.09,40328,4,1395458854,2.57184858
46,2014,0,0,7.44,40328,4,1395458854,2.132982309
46,2014,1,3,1.22,40328,3,1395458854,0.797507196
46,2014,0,3,0.64,40328,3,1395458854,0.494696242
46,2015,1,5,36.52,36510,5,1226209070,3.624874124
46,2015,1,4,32.27,36510,0,1226209070,3.50465609
46,2015,1,2,31.54,36510,2,1226209070,3.482470102
46,2015,1,1,28.38,36510,4,1226209070,3.380314171
46,2015,1,0,17.92,36510,4,1226209070,2.940219564
46,2015,0,5,15.12,36510,5,1226209070,2.780060737
46,2015,0,4,13.3,36510,0,1226209070,2.660259537
46,2015,0,2,11.91,36510,2,1226209070,2.558002205
46,2015,0,1,10.36,36510,4,1226209070,2.430098413
46,2015,0,0,7.07,36510,4,1226209070,2.088153482
46,2015,1,3,1.12,36510,3,1226209070,0.751416089
46,2015,0,3,0.53,36510,3,1226209070,0.425267735
47,1990,1,5,80.23,1823,1,1162925123,4.397284637
47,1990,1,2,53.31,1823,5,1162925123,3.994708372
47,1990,1,4,50.4,1823,1,1162925123,3.939638172
47,1990,1,1,41.37,1823,0,1162925123,3.746440565
47,1990,0,5,29.2,1823,1,1162925123,3.407841924
47,1990,1,0,26.31,1823,2,1162925123,3.307252935
47,1990,0,4,17.72,1823,1,1162925123,2.929592471
47,1990,0,0,12.7,1823,2,1162925123,2.617395833
47,1990,0,2,12.19,1823,5,1162925123,2.579458967
47,1990,0,1,7.15,1823,0,1162925123,2.098017927
47,1990,1,3,3.12,1823,2,1162925123,1.415853163
47,1990,0,3,0.42,1823,2,1162925123,0.350656872
47,1991,1,5,72.83,1664,1,888668190,4.301765153
47,1991,1,2,48.94,1664,0,888668190,3.910822285
47,1991,1,4,47.73,1664,5,888668190,3.886294857
47,1991,1,1,43.09,1664,0,888668190,3.786232999
47,1991,0,5,30.89,1664,1,888668190,3.462292481
47,1991,1,0,28.15,1664,2,888668190,3.372454913
47,1991,0,4,15.19,1664,5,888668190,2.784393768
47,1991,0,0,10.28,1664,2,888668190,2.423031246
47,1991,0,2,9.85,1664,0,888668190,2.38416508
47,1991,0,1,7.23,1664,0,888668190,2.107786015
47,1991,1,3,3.83,1664,4,888668190,1.574846468
47,1991,0,3,0.65,1664,4,888668190,0.500775288
47,1992,1,5,62.87,1644,1,862864216,4.156849768
47,1992,1,2,51.54,1644,0,862864216,3.961574784
47,1992,1,4,49.66,1644,5,862864216,3.925136645
47,1992,1,1,47.57,1644,0,862864216,3.883006056
47,1992,1,0,31.05,1644,2,862864216,3.467297183
47,1992,0,5,28.13,1644,1,862864216,3.371768571
47,1992,0,4,17.14,1644,5,862864216,2.898119445
47,1992,0,2,11.42,1644,0,862864216,2.519308077
47,1992,0,0,10.4,1644,2,862864216,2.433613355
47,1992,0,1,9.33,1644,0,862864216,2.335052283
47,1992,1,3,3.6,1644,4,862864216,1.526056303
47,1992,0,3,0.82,1644,4,862864216,0.598836501
47,1993,1,5,74.25,1527,1,1934190996,4.320815904
47,1993,1,4,65.65,1527,5,1934190996,4.199455047
47,1993,1,2,62.76,1527,0,1934190996,4.155126034
47,1993,1,1,55.32,1527,0,1934190996,4.031049712
47,1993,1,0,38.92,1527,2,1934190996,3.686877451
47,1993,0,5,22.39,1527,1,1934190996,3.152308581
47,1993,0,4,19.52,1527,5,1934190996,3.02140002
47,1993,0,0,12.29,1527,2,1934190996,2.587011873
47,1993,0,2,11.35,1527,0,1934190996,2.513656063
47,1993,0,1,8.6,1527,0,1934190996,2.261763098
47,1993,1,3,4.28,1527,4,1934190996,1.663926098
47,1993,0,3,1.16,1527,4,1934190996,0.770108222
47,1994,1,5,104.1,1395,1,223997222,4.654912278
47,1994,1,4,70.16,1395,5,223997222,4.264930863
47,1994,1,2,66.92,1395,0,223997222,4.218330542
47,1994,1,1,54.75,1395,0,223997222,4.02087741
47,1994,1,0,36.06,1395,2,223997222,3.612538221
47,1994,0,5,31.6,1395,1,223997222,3.484312288
47,1994,0,4,16.48,1395,5,223997222,2.86105737
47,1994,0,0,11.18,1395,2,223997222,2.499795262
47,1994,0,2,10.07,1395,0,223997222,2.404238747
47,1994,0,1,9.64,1395,0,223997222,2.364620484
47,1994,1,3,2.8,1395,4,223997222,1.335001067
47,1994,0,3,0.92,1395,4,223997222,0.652325186
47,1995,1,5,87.96,1359,1,1100529433,4.488186831
47,1995,1,4,85.72,1359,5,1100529433,4.462684538
47,1995,1,2,85.01,1359,0,1100529433,4.454463569
47,1995,1,1,67.62,1359,2,1100529433,4.228584037
47,1995,1,0,42.73,1359,2,1100529433,3.778034365
47,1995,0,5,32.14,1359,1,1100529433,3.500741012
47,1995,0,4,17.25,1359,5,1100529433,2.90416508
47,1995,0,2,11.36,1359,0,1100529433,2.514465452
47,1995,0,0,10.26,1359,2,1100529433,2.421256623
47,1995,0,1,10.22,1359,2,1100529433,2.4176979
47,1995,1,3,3.51,1359,4,1100529433,1.506297154
47,1995,0,3,0.89,1359,4,1100529433,0.636576829
47,1996,1,2,92.95,1452,0,439478647,4.542762726
47,1996,1,4,87.35,1452,5,439478647,4.481306199
47,1996,1,5,79.6,1452,1,439478647,4.38949865
47,1996,1,1,70.7,1452,2,439478647,4.272490748
47,1996,1,0,45.17,1452,2,439478647,3.832330237
47,1996,0,5,21.45,1452,1,439478647,3.111290614
47,1996,0,4,17.99,1452,5,439478647,2.943912525
47,1996,0,2,12,1452,0,439478647,2.564949357
47,1996,0,0,11.44,1452,2,439478647,2.520917087
47,1996,0,1,10.19,1452,2,439478647,2.415020522
47,1996,1,3,3.39,1452,4,439478647,1.479329227
47,1996,0,3,0.61,1452,4,439478647,0.476234179
47,1997,1,4,89.98,1540,5,691095583,4.510639702
47,1997,1,2,89.29,1540,0,691095583,4.503026712
47,1997,1,1,66.52,1540,2,691095583,4.21242385
47,1997,1,5,63.78,1540,1,691095583,4.170996914
47,1997,1,0,46.46,1540,2,691095583,3.859887251
47,1997,0,5,23.82,1540,1,691095583,3.21164978
47,1997,0,4,14.22,1540,5,691095583,2.722610352
47,1997,0,0,12.6,1540,2,691095583,2.610069793
47,1997,0,2,11.54,1540,0,691095583,2.528923535
47,1997,0,1,11.37,1540,2,691095583,2.515274186
47,1997,1,3,3.17,1540,4,691095583,1.427916036
47,1997,0,3,0.99,1540,4,691095583,0.688134639
47,1998,1,4,90.75,1599,5,660408933,4.519067487
47,1998,1,2,84.61,1599,0,660408933,4.449802099
47,1998,1,5,77.85,1599,1,660408933,4.367547313
47,1998,1,1,63.44,1599,2,660408933,4.165734558
47,1998,1,0,44.22,1599,2,660408933,3.811539467
47,1998,0,5,26.12,1599,1,660408933,3.300271463
47,1998,0,4,14.67,1599,5,660408933,2.751748056
47,1998,0,1,12.51,1599,2,660408933,2.603430152
47,1998,0,0,11.23,1599,2,660408933,2.50389195
47,1998,0,2,11,1599,0,660408933,2.48490665
47,1998,1,3,3.41,1599,4,660408933,1.483874689
47,1998,0,3,0.71,1599,4,660408933,0.536493371
47,1999,1,4,77.91,1225,5,309052049,4.368307963
47,1999,1,2,75.55,1225,0,309052049,4.337944122
47,1999,1,5,72.94,1225,1,309052049,4.303253954
47,1999,1,1,63.36,1225,2,309052049,4.164492322
47,1999,1,0,45.13,1225,2,309052049,3.831463498
47,1999,0,5,23.96,1225,1,309052049,3.217274544
47,1999,0,4,14.56,1225,5,309052049,2.744703519
47,1999,0,1,11.01,1225,2,309052049,2.485739636
47,1999,0,2,10.37,1225,0,309052049,2.430978308
47,1999,0,0,9.13,1225,2,309052049,2.315501318
47,1999,1,3,3.15,1225,4,309052049,1.423108334
47,1999,0,3,0.66,1225,4,309052049,0.506817602
47,2000,1,2,84.72,1328,0,1112121435,4.451086171
47,2000,1,4,83.87,1328,5,1112121435,4.441120674
47,2000,1,1,75.24,1328,2,1112121435,4.333886259
47,2000,1,5,60.28,1328,1,1112121435,4.115453525
47,2000,1,0,45.58,1328,2,1112121435,3.841171264
47,2000,0,5,22.01,1328,1,1112121435,3.135928904
47,2000,0,4,14.63,1328,5,1112121435,2.749192144
47,2000,0,0,12.29,1328,2,1112121435,2.587011873
47,2000,0,2,11.94,1328,0,1112121435,2.560323289
47,2000,0,1,11.19,1328,2,1112121435,2.500615943
47,2000,1,3,3.09,1328,4,1112121435,1.40854497
47,2000,0,3,1.21,1328,4,1112121435,0.792992516
47,2001,1,2,84.06,1608,0,677857682,4.44335689
47,2001,1,4,81,1608,5,677857682,4.406719247
47,2001,1,1,75.43,1608,2,677857682,4.336375289
47,2001,1,5,62.16,1608,5,677857682,4.145671189
47,2001,1,0,48.33,1608,4,677857682,3.898532415
47,2001,0,5,22.71,1608,5,677857682,3.1658969
47,2001,0,0,11.82,1608,4,677857682,2.551006451
47,2001,0,4,11.77,1608,5,677857682,2.54709867
47,2001,0,2,9.86,1608,0,677857682,2.385086315
47,2001,0,1,9.67,1608,2,677857682,2.367436065
47,2001,1,3,4.24,1608,4,677857682,1.656321498
47,2001,0,3,1.44,1608,4,677857682,0.891998039
47,2002,1,4,82.56,1788,5,1133210553,4.425564937
47,2002,1,2,76.94,1788,0,1133210553,4.3559393
47,2002,1,1,73.12,1788,2,1133210553,4.305685401
47,2002,1,5,57.68,1788,5,1133210553,4.072098953
