country,year,sex,age,suicides_no,population,suicides/100k pop,gdp_per_capita ($),generation,GDP_for_year ($)
48,1996,0,4,0,2947,0,991,5,66515377
48,1996,0,5,0,497,0,991,1,66515377
48,1996,1,1,0,6063,0,991,2,66515377
48,1996,1,2,0,6914,0,991,0,66515377
48,1996,1,4,0,2407,0,991,5,66515377
48,1996,1,5,0,297,0,991,1,66515377
48,1997,1,1,2,6005,33.31,988,2,67537480
48,1997,1,0,2,6964,28.72,988,2,67537480
48,1997,1,2,1,7127,14.03,988,0,67537480
48,1997,0,0,0,6944,0,988,2,67537480
48,1997,0,1,0,6591,0,988,2,67537480
48,1997,0,2,0,7543,0,988,0,67537480
48,1997,0,3,0,10166,0,988,4,67537480
48,1997,0,4,0,2985,0,988,5,67537480
48,1997,0,5,0,509,0,988,1,67537480
48,1997,1,3,0,10775,0,988,4,67537480
48,1997,1,4,0,2417,0,988,5,67537480
48,1997,1,5,0,302,0,988,1,67537480
48,1998,1,0,2,7215,27.72,939,2,65334841
48,1998,1,2,1,7353,13.6,939,0,65334841
48,1998,1,3,1,10956,9.13,939,4,65334841
48,1998,0,0,0,7231,0,939,2,65334841
48,1998,0,1,0,6532,0,939,2,65334841
48,1998,0,2,0,7809,0,939,0,65334841
48,1998,0,3,0,10285,0,939,4,65334841
48,1998,0,4,0,3029,0,939,5,65334841
48,1998,0,5,0,516,0,939,1,65334841
48,1998,1,1,0,5909,0,939,2,65334841
48,1998,1,4,0,2431,0,939,5,65334841
48,1998,1,5,0,304,0,939,1,65334841
48,1999,0,0,0,7547,0,973,2,69032258
48,1999,0,1,0,6481,0,973,2,69032258
48,1999,0,2,0,8111,0,973,0,69032258
48,1999,0,3,0,10385,0,973,4,69032258
48,1999,0,4,0,3089,0,973,5,69032258
48,1999,0,5,0,521,0,973,1,69032258
48,1999,1,0,0,7503,0,973,2,69032258
48,1999,1,1,0,5815,0,973,2,69032258
48,1999,1,2,0,7604,0,973,0,69032258
48,1999,1,3,0,11126,0,973,4,69032258
48,1999,1,4,0,2463,0,973,5,69032258
48,1999,1,5,0,293,0,973,1,69032258
48,2000,0,0,0,7870,0,928,2,67254174
48,2000,0,1,0,6442,0,928,2,67254174
48,2000,0,2,0,8455,0,928,0,67254174
48,2000,0,3,0,10475,0,928,4,67254174
48,2000,0,4,0,3159,0,928,5,67254174
48,2000,0,5,0,522,0,928,1,67254174
48,2000,1,0,0,7812,0,928,2,67254174
48,2000,1,1,0,5737,0,928,2,67254174
48,2000,1,2,0,7888,0,928,0,67254174
48,2000,1,3,0,11289,0,928,4,67254174
48,2000,1,4,0,2513,0,928,5,67254174
48,2000,1,5,0,278,0,928,1,67254174
48,2001,0,0,0,8197,0,854,4,63101272
48,2001,0,1,0,6348,0,854,2,63101272
48,2001,0,2,0,8720,0,854,0,63101272
48,2001,0,3,0,10585,0,854,4,63101272
48,2001,0,4,0,3228,0,854,5,63101272
48,2001,0,5,0,539,0,854,5,63101272
48,2001,1,0,0,8151,0,854,4,63101272
48,2001,1,1,0,5692,0,854,2,63101272
48,2001,1,2,0,8117,0,854,0,63101272
48,2001,1,3,0,11403,0,854,4,63101272
48,2001,1,4,0,2577,0,854,5,63101272
48,2001,1,5,0,294,0,854,5,63101272
49,1985,1,4,1,35200,2.84,14607,1,32216799
49,1985,1,2,6,235600,2.55,14607,5,32216799
49,1985,1,1,5,228000,2.19,14607,0,32216799
49,1985,0,1,2,136200,1.47,14607,0,32216799
49,1985,1,0,2,150900,1.33,14607,2,32216799
49,1985,0,2,1,121900,0.82,14607,5,32216799
49,1985,0,0,0,145200,0,14607,2,32216799
49,1985,0,3,0,189600,0,14607,2,32216799
49,1985,0,4,0,22400,0,14607,1,32216799
49,1985,0,5,0,3400,0,14607,1,32216799
49,1985,1,3,0,196600,0,14607,2,32216799
49,1985,1,5,0,3000,0,14607,1,32216799
49,1986,1,0,4,157400,2.54,11661,2,723812509
49,1986,0,1,3,143000,2.1,11661,0,723812509
49,1986,1,1,5,238400,2.1,11661,0,723812509
49,1986,1,2,3,246500,1.22,11661,5,723812509
49,1986,0,2,1,127800,0.78,11661,5,723812509
49,1986,0,0,0,152100,0,11661,2,723812509
49,1986,0,3,0,198400,0,11661,2,723812509
49,1986,0,4,0,23400,0,11661,1,723812509
49,1986,0,5,0,3400,0,11661,1,723812509
49,1986,1,3,0,205000,0,11661,2,723812509
49,1986,1,4,0,36700,0,11661,1,723812509
49,1986,1,5,0,3200,0,11661,1,723812509
49,1987,0,4,1,24300,4.12,13924,1,890898002
49,1987,1,1,6,249500,2.4,13924,0,890898002
49,1987,1,2,4,257900,1.55,13924,5,890898002
49,1987,0,2,2,134100,1.49,13924,5,890898002
49,1987,0,1,1,150100,0.67,13924,0,890898002
49,1987,0,0,1,159300,0.63,13924,2,890898002
49,1987,1,0,1,164300,0.61,13924,2,890898002
49,1987,0,3,0,207600,0,13924,2,890898002
49,1987,0,5,0,3700,0,13924,1,890898002
49,1987,1,3,0,213800,0,13924,2,890898002
49,1987,1,4,0,38400,0,13924,1,890898002
49,1987,1,5,0,3300,0,13924,1,890898002
49,1993,0,1,4,130800,3.06,18798,0,1828412385
49,1993,1,1,6,207800,2.89,18798,0,1828412385
49,1993,1,4,1,35200,2.84,18798,5,1828412385
49,1993,1,2,4,227100,1.76,18798,0,1828412385
49,1993,0,2,2,123800,1.62,18798,0,1828412385
49,1993,1,0,1,119600,0.84,18798,2,1828412385
49,1993,0,0,0,112300,0,18798,2,1828412385
49,1993,0,3,0,144300,0,18798,4,1828412385
49,1993,0,4,0,23500,0,18798,5,1828412385
49,1993,0,5,0,2800,0,18798,1,1828412385
49,1993,1,3,0,143300,0,18798,4,1828412385
49,1993,1,5,0,3100,0,18798,1,1828412385
49,1994,0,1,7,132800,5.27,17161,0,921319938
49,1994,0,2,5,123000,4.07,17161,0,921319938
49,1994,1,1,8,279700,2.86,17161,0,921319938
49,1994,1,2,7,289600,2.42,17161,0,921319938
49,1994,1,4,1,41900,2.39,17161,5,921319938
49,1994,1,0,2,137100,1.46,17161,2,921319938
49,1994,0,0,0,111900,0,17161,2,921319938
49,1994,0,3,0,149200,0,17161,4,921319938
49,1994,0,4,0,22500,0,17161,5,921319938
49,1994,0,5,0,2500,0,17161,1,921319938
49,1994,1,3,0,154600,0,17161,4,921319938
49,1994,1,5,0,3200,0,17161,1,921319938
49,1995,1,0,5,142900,3.5,17995,2,1421885232
49,1995,1,1,9,292900,3.07,17995,2,1421885232
49,1995,1,2,7,303300,2.31,17995,0,1421885232
49,1995,0,2,2,128200,1.56,17995,0,1421885232
49,1995,0,1,2,138600,1.44,17995,2,1421885232
49,1995,0,0,1,116400,0.86,17995,2,1421885232
49,1995,0,3,0,155100,0,17995,4,1421885232
49,1995,0,4,0,23300,0,17995,5,1421885232
49,1995,0,5,0,2600,0,17995,1,1421885232
49,1995,1,3,0,160900,0,17995,4,1421885232
49,1995,1,4,0,43700,0,17995,5,1421885232
49,1995,1,5,0,3200,0,17995,1,1421885232
49,1996,0,1,8,143900,5.56,20076,2,1429216570
49,1996,1,4,2,45300,4.42,20076,5,1429216570
49,1996,1,1,10,304400,3.29,20076,2,1429216570
49,1996,0,0,3,120600,2.49,20076,2,1429216570
49,1996,1,2,6,315300,1.9,20076,0,1429216570
49,1996,1,0,1,148200,0.67,20076,2,1429216570
49,1996,0,2,0,133200,0,20076,0,1429216570
49,1996,0,3,0,160800,0,20076,4,1429216570
49,1996,0,4,0,24200,0,20076,5,1429216570
49,1996,0,5,0,2700,0,20076,1,1429216570
49,1996,1,3,0,166800,0,20076,4,1429216570
49,1996,1,5,0,3300,0,20076,1,1429216570
49,1997,0,1,7,148300,4.72,18766,2,289663481
49,1997,0,0,5,124500,4.02,18766,2,289663481
49,1997,0,2,5,137300,3.64,18766,0,289663481
49,1997,1,1,10,313700,3.19,18766,2,289663481
49,1997,1,4,1,46700,2.14,18766,5,289663481
49,1997,1,0,2,153000,1.31,18766,2,289663481
49,1997,1,2,3,324800,0.92,18766,0,289663481
49,1997,0,3,0,165900,0,18766,4,289663481
49,1997,0,4,0,25000,0,18766,5,289663481
49,1997,0,5,0,2700,0,18766,1,289663481
49,1997,1,3,0,172100,0,18766,4,289663481
49,1997,1,5,0,3500,0,18766,1,289663481
49,1998,0,1,6,176454,3.4,14209,2,172125686
49,1998,0,2,6,184143,3.26,14209,0,172125686
49,1998,1,1,10,342775,2.92,14209,2,172125686
49,1998,0,0,3,137997,2.17,14209,2,172125686
49,1998,1,2,8,396063,2.02,14209,0,172125686
49,1998,1,4,1,56327,1.78,14209,5,172125686
49,1998,1,0,1,151264,0.66,14209,2,172125686
49,1998,0,3,0,166981,0,14209,4,172125686
49,1998,0,4,0,32097,0,14209,5,172125686
49,1998,0,5,0,3970,0,14209,1,172125686
49,1998,1,3,0,173841,0,14209,4,172125686
49,1998,1,5,0,3854,0,14209,1,172125686
49,1999,1,1,16,357800,4.47,15864,2,57108363
49,1999,0,1,7,182700,3.83,15864,2,57108363
49,1999,1,2,14,413600,3.38,15864,0,57108363
49,1999,0,2,5,190600,2.62,15864,0,57108363
49,1999,1,0,2,157500,1.27,15864,2,57108363
49,1999,0,0,1,142800,0.7,15864,2,57108363
49,1999,1,3,1,180700,0.55,15864,4,57108363
49,1999,0,3,0,172800,0,15864,4,57108363
49,1999,0,4,0,33300,0,15864,5,57108363
49,1999,0,5,0,4200,0,15864,1,57108363
49,1999,1,4,0,58700,0,15864,5,57108363
49,1999,1,5,0,4000,0,15864,1,57108363
49,2000,0,1,10,189015,5.29,19112,2,942841257
49,2000,1,1,11,373318,2.95,19112,2,942841257
49,2000,1,0,3,163848,1.83,19112,2,942841257
49,2000,1,4,1,61145,1.64,19112,5,942841257
49,2000,0,0,2,147681,1.35,19112,2,942841257
49,2000,1,2,5,431562,1.16,19112,0,942841257
49,2000,0,2,2,197224,1.01,19112,0,942841257
49,2000,0,3,0,178644,0,19112,4,942841257
49,2000,0,4,0,34331,0,19112,5,942841257
49,2000,0,5,0,4246,0,19112,1,942841257
49,2000,1,3,0,187983,0,19112,4,942841257
49,2000,1,5,0,4156,0,19112,1,942841257
49,2001,1,2,15,453739,3.31,17116,0,531034374
49,2001,1,1,8,367180,2.18,17116,2,531034374
49,2001,0,1,3,197334,1.52,17116,2,531034374
49,2001,1,0,2,172345,1.16,17116,4,531034374
49,2001,0,2,2,209093,0.96,17116,0,531034374
49,2001,0,0,0,158070,0,17116,4,531034374
49,2001,0,3,0,180414,0,17116,4,531034374
49,2001,0,4,0,38503,0,17116,5,531034374
49,2001,0,5,0,4919,0,17116,5,531034374
49,2001,1,3,0,189011,0,17116,4,531034374
49,2001,1,4,0,63433,0,17116,5,531034374
49,2001,1,5,0,4489,0,17116,5,531034374
49,2002,1,2,18,482228,3.73,17668,0,517160419
49,2002,1,1,11,388020,2.83,17668,2,517160419
49,2002,1,0,5,185185,2.7,17668,4,517160419
49,2002,0,1,5,213750,2.34,17668,2,517160419
49,2002,0,2,4,225709,1.77,17668,0,517160419
49,2002,0,0,2,168033,1.19,17668,4,517160419
49,2002,0,3,0,183948,0,17668,4,517160419
49,2002,0,4,0,41294,0,17668,5,517160419
49,2002,0,5,0,5290,0,17668,5,517160419
49,2002,1,3,0,193020,0,17668,4,517160419
49,2002,1,4,0,67364,0,17668,5,517160419
49,2002,1,5,0,4762,0,17668,5,517160419
49,2003,0,1,9,185021,4.86,24544,2,631198670
49,2003,1,2,17,397654,4.28,24544,0,631198670
49,2003,1,1,11,296337,3.71,24544,2,631198670
49,2003,0,2,3,208524,1.44,24544,0,631198670
49,2003,0,0,2,167291,1.2,24544,4,631198670
49,2003,1,0,2,209956,0.95,24544,4,631198670
49,2003,0,3,0,172216,0,24544,4,631198670
49,2003,0,4,0,44516,0,24544,5,631198670
49,2003,0,5,0,3525,0,24544,5,631198670
49,2003,1,3,0,190628,0,24544,4,631198670
49,2003,1,4,0,70627,0,24544,5,631198670
49,2003,1,5,0,4327,0,24544,5,631198670
49,2004,1,2,17,402163,4.23,29778,0,689433559
49,2004,0,1,7,192013,3.65,29778,2,689433559
49,2004,0,2,7,212485,3.29,29778,0,689433559
49,2004,1,0,5,206153,2.43,29778,4,689433559
49,2004,1,1,6,318728,1.88,29778,2,689433559
49,2004,0,0,3,168373,1.78,29778,4,689433559
49,2004,0,3,0,175678,0,29778,4,689433559
49,2004,0,4,0,47016,0,29778,5,689433559
49,2004,0,5,0,3453,0,29778,5,689433559
49,2004,1,3,0,192791,0,29778,4,689433559
49,2004,1,4,0,73036,0,29778,5,689433559
49,2004,1,5,0,4197,0,29778,5,689433559
49,2005,1,1,21,346283,6.06,39166,2,806433419
49,2005,1,2,17,413321,4.11,39166,0,806433419
49,2005,0,1,7,203126,3.45,39166,2,806433419
49,2005,0,0,3,168662,1.78,39166,4,806433419
49,2005,1,4,1,74974,1.33,39166,5,806433419
49,2005,1,0,2,201000,1,39166,4,806433419
49,2005,0,2,1,220232,0.45,39166,0,806433419
49,2005,0,3,0,181830,0,39166,4,806433419
49,2005,0,4,0,49714,0,39166,5,806433419
49,2005,0,5,0,3575,0,39166,5,806433419
49,2005,1,3,0,195927,0,39166,4,806433419
49,2005,1,5,0,4324,0,39166,5,806433419
49,2006,1,1,18,360383,4.99,46890,2,1528560383
49,2006,1,2,14,432150,3.24,46890,0,1528560383
49,2006,0,1,5,215556,2.32,46890,2,1528560383
49,2006,0,4,1,50864,1.97,46890,5,1528560383
49,2006,0,2,3,235105,1.28,46890,0,1528560383
49,2006,0,0,2,182410,1.1,46890,4,1528560383
49,2006,1,0,2,215810,0.93,46890,4,1528560383
49,2006,0,3,0,187102,0,46890,4,1528560383
49,2006,0,5,0,3887,0,46890,5,1528560383
49,2006,1,3,0,199187,0,46890,4,1528560383
49,2006,1,4,0,78524,0,46890,5,1528560383
49,2006,1,5,0,4735,0,46890,5,1528560383
49,2007,1,1,21,640909,3.28,37283,2,1323019174
49,2007,0,1,7,301345,2.32,37283,2,1323019174
49,2007,1,4,2,99708,2.01,37283,5,1323019174
49,2007,1,0,5,268049,1.87,37283,4,1323019174
49,2007,0,2,6,325356,1.84,37283,0,1323019174
49,2007,1,2,9,717868,1.25,37283,0,1323019174
49,2007,0,0,1,220418,0.45,37283,4,1323019174
49,2007,0,3,0,207774,0,37283,3,1323019174
49,2007,0,4,0,58858,0,37283,5,1323019174
49,2007,0,5,0,7399,0,37283,5,1323019174
49,2007,1,3,0,220886,0,37283,3,1323019174
49,2007,1,5,0,6348,0,37283,5,1323019174
49,2008,1,1,13,712955,1.82,43746,2,1366945269
49,2008,1,2,14,780428,1.79,43746,0,1366945269
49,2008,1,0,5,283568,1.76,43746,4,1366945269
49,2008,0,1,6,348503,1.72,43746,2,1366945269
49,2008,0,4,1,63516,1.57,43746,5,1366945269
49,2008,0,2,5,363431,1.38,43746,0,1366945269
49,2008,1,4,1,110218,0.91,43746,5,1366945269
49,2008,0,0,2,247755,0.81,43746,4,1366945269
49,2008,0,3,0,215473,0,43746,3,1366945269
49,2008,0,5,0,8038,0,43746,5,1366945269
49,2008,1,3,0,228709,0,43746,3,1366945269
49,2008,1,5,0,6800,0,43746,5,1366945269
49,2009,0,1,11,309613,3.55,33453,2,1474251893
49,2009,1,2,22,747742,2.94,33453,0,1474251893
49,2009,1,1,14,635172,2.2,33453,2,1474251893
49,2009,0,2,6,342583,1.75,33453,0,1474251893
49,2009,1,0,4,262196,1.53,33453,4,1474251893
49,2009,0,4,1,68187,1.47,33453,5,1474251893
49,2009,0,0,3,219634,1.37,33453,4,1474251893
49,2009,0,3,0,219779,0,33453,3,1474251893
49,2009,0,5,0,8255,0,33453,5,1474251893
49,2009,1,3,0,231825,0,33453,3,1474251893
49,2009,1,4,0,113405,0,33453,5,1474251893
49,2009,1,5,0,7263,0,33453,5,1474251893
49,2010,1,4,3,121359,2.47,35171,5,545066050
49,2010,0,1,8,351659,2.27,35171,2,545066050
49,2010,1,1,13,619392,2.1,35171,2,545066050
49,2010,1,2,9,762814,1.18,35171,2,545066050
49,2010,0,0,2,231645,0.86,35171,4,545066050
49,2010,0,2,3,387443,0.77,35171,2,545066050
49,2010,1,0,1,254945,0.39,35171,4,545066050
49,2010,0,3,0,225440,0,35171,3,545066050
49,2010,0,4,0,72487,0,35171,5,545066050
49,2010,0,5,0,8964,0,35171,5,545066050
49,2010,1,3,0,237315,0,35171,3,545066050
49,2010,1,5,0,8151,0,35171,5,545066050
49,2011,0,1,6,354327,1.69,46203,4,591286424
49,2011,1,4,2,128263,1.56,46203,0,591286424
49,2011,1,0,4,260399,1.54,46203,4,591286424
49,2011,1,1,9,614348,1.46,46203,4,591286424
49,2011,0,3,3,230439,1.3,46203,3,591286424
49,2011,1,2,9,777932,1.16,46203,2,591286424
49,2011,0,2,4,396994,1.01,46203,2,591286424
49,2011,0,0,2,232768,0.86,46203,4,591286424
49,2011,1,3,2,242095,0.83,46203,3,591286424
49,2011,0,4,0,77462,0,46203,0,591286424
49,2011,0,5,0,9934,0,46203,5,591286424
49,2011,1,5,0,8737,0,46203,5,591286424
49,2012,1,0,10,267410,3.74,49781,4,2023634127
49,2012,0,4,2,83066,2.41,49781,0,2023634127
49,2012,0,1,8,377621,2.12,49781,4,2023634127
49,2012,1,2,17,822229,2.07,49781,2,2023634127
49,2012,0,0,4,237359,1.69,49781,4,2023634127
49,2012,1,1,8,637302,1.26,49781,4,2023634127
49,2012,0,2,5,423084,1.18,49781,2,2023634127
49,2012,1,4,1,138505,0.72,49781,0,2023634127
49,2012,1,3,1,250917,0.4,49781,3,2023634127
49,2012,0,3,0,239552,0,49781,3,2023634127
49,2012,0,5,0,10287,0,49781,5,2023634127
49,2012,1,5,0,9366,0,49781,5,2023634127
49,2013,1,1,16,643877,2.48,48729,4,1932516682
49,2013,1,4,3,146172,2.05,48729,0,1932516682
49,2013,0,1,5,380061,1.32,48729,4,1932516682
49,2013,0,0,3,233349,1.29,48729,4,1932516682
49,2013,0,2,5,431425,1.16,48729,2,1932516682
49,2013,1,2,7,847524,0.83,48729,2,1932516682
49,2013,1,0,2,267988,0.75,48729,4,1932516682
49,2013,0,3,0,251412,0,48729,3,1932516682
49,2013,0,4,0,88514,0,48729,0,1932516682
49,2013,0,5,0,10926,0,48729,5,1932516682
49,2013,1,3,0,262862,0,48729,3,1932516682
49,2013,1,5,0,9980,0,48729,5,1932516682
49,2014,1,1,22,663735,3.31,43774,4,577344739
49,2014,1,0,7,270301,2.59,43774,4,577344739
49,2014,0,0,5,228222,2.19,43774,4,577344739
49,2014,1,2,18,892860,2.02,43774,2,577344739
49,2014,1,4,3,156953,1.91,43774,0,577344739
49,2014,0,2,8,454428,1.76,43774,2,577344739
49,2014,0,4,1,94314,1.06,43774,0,577344739
49,2014,0,1,4,390934,1.02,43774,4,577344739
49,2014,0,3,0,264790,0,43774,3,577344739
49,2014,0,5,0,11335,0,43774,5,577344739
49,2014,1,3,0,276927,0,43774,3,577344739
49,2014,1,5,0,10485,0,43774,5,577344739
50,1990,1,5,14,25200,55.56,715,1,1620967296
50,1990,1,2,149,354400,42.04,715,5,1620967296
50,1990,1,4,68,175000,38.86,715,1,1620967296
50,1990,1,1,99,350200,28.27,715,0,1620967296
50,1990,0,5,15,59800,25.08,715,1,1620967296
50,1990,0,4,38,242200,15.69,715,1,1620967296
50,1990,1,0,54,400300,13.49,715,2,1620967296
50,1990,0,2,36,368500,9.77,715,5,1620967296
50,1990,0,0,31,390100,7.95,715,2,1620967296
50,1990,0,1,23,357500,6.43,715,0,1620967296
50,1990,1,3,16,511400,3.13,715,2,1620967296
50,1990,0,3,4,502700,0.8,715,2,1620967296
50,1991,1,5,14,24100,58.09,677,1,1724133963
50,1991,1,4,73,180300,40.49,677,5,1724133963
50,1991,1,2,138,361100,38.22,677,0,1724133963
50,1991,1,1,120,351100,34.18,677,0,1724133963
50,1991,0,5,14,58300,24.01,677,1,1724133963
50,1991,0,4,38,245400,15.48,677,5,1724133963
50,1991,1,0,49,408100,12.01,677,2,1724133963
50,1991,0,0,36,395500,9.1,677,2,1724133963
50,1991,0,2,26,376100,6.91,677,0,1724133963
50,1991,0,1,16,358700,4.46,677,0,1724133963
50,1991,1,3,16,523400,3.06,677,4,1724133963
50,1991,0,3,3,514400,0.58,677,4,1724133963
50,1992,1,5,14,23000,60.87,603,1,1978404796
50,1992,1,4,74,185900,39.81,603,5,1978404796
50,1992,1,2,135,366000,36.89,603,0,1978404796
50,1992,1,1,86,349800,24.59,603,0,1978404796
50,1992,1,0,65,414000,15.7,603,2,1978404796
50,1992,0,5,7,56800,12.32,603,1,1978404796
50,1992,0,4,25,249100,10.04,603,5,1978404796
50,1992,0,0,30,399700,7.51,603,2,1978404796
50,1992,0,2,21,380600,5.52,603,0,1978404796
50,1992,0,1,19,355300,5.35,603,0,1978404796
50,1992,1,3,11,534400,2.06,603,4,1978404796
50,1992,0,3,4,524700,0.76,603,4,1978404796
50,1993,1,5,13,21800,59.63,528,1,2028295455
50,1993,1,2,168,366800,45.8,528,0,2028295455
50,1993,1,4,85,189100,44.95,528,5,2028295455
50,1993,0,5,16,54100,29.57,528,1,2028295455
50,1993,1,1,92,344400,26.71,528,0,2028295455
50,1993,1,0,73,414400,17.62,528,2,2028295455
50,1993,0,4,34,247700,13.73,528,5,2028295455
50,1993,0,2,31,380700,8.14,528,0,2028295455
50,1993,0,1,21,346600,6.06,528,0,2028295455
50,1993,0,0,16,400400,4,528,2,2028295455
50,1993,1,3,11,543400,2.02,528,4,2028295455
50,1993,0,3,3,531800,0.56,528,4,2028295455
50,1994,1,5,12,20500,58.54,437,1,1681006993
50,1994,1,4,102,190400,53.57,437,5,1681006993
50,1994,1,2,174,369000,47.15,437,0,1681006993
50,1994,1,1,116,339900,34.13,437,0,1681006993
50,1994,1,0,78,415300,18.78,437,2,1681006993
50,1994,0,5,8,52100,15.36,437,1,1681006993
50,1994,0,4,28,245200,11.42,437,5,1681006993
50,1994,0,2,25,383400,6.52,437,0,1681006993
50,1994,0,0,12,403900,2.97,437,2,1681006993
50,1994,0,1,10,338900,2.95,437,0,1681006993
50,1994,1,3,11,552600,1.99,437,4,1681006993
50,1994,0,3,5,539900,0.93,437,4,1681006993
50,1995,1,2,180,378800,47.52,425,0,1661018519
50,1995,1,4,88,192400,45.74,425,5,1661018519
50,1995,1,5,9,19700,45.69,425,1,1661018519
50,1995,1,1,100,339500,29.46,425,2,1661018519
50,1995,1,0,85,420500,20.21,425,2,1661018519
50,1995,0,4,32,246200,13,425,5,1661018519
50,1995,0,5,6,51600,11.63,425,1,1661018519
50,1995,0,0,41,412500,9.94,425,2,1661018519
50,1995,0,2,35,394200,8.88,425,0,1661018519
50,1995,0,1,21,334900,6.27,425,2,1661018519
50,1995,1,3,5,564200,0.89,425,4,1661018519
50,1995,0,3,3,550900,0.54,425,4,1661018519
50,1996,1,4,81,194300,41.69,459,5,1827570586
50,1996,1,5,8,19500,41.03,459,1,1827570586
50,1996,1,2,142,394300,36.01,459,0,1827570586
50,1996,1,1,84,341300,24.61,459,2,1827570586
50,1996,0,5,12,51200,23.44,459,1,1827570586
50,1996,1,0,71,427600,16.6,459,2,1827570586
50,1996,0,4,17,246900,6.89,459,5,1827570586
50,1996,0,1,21,333700,6.29,459,2,1827570586
50,1996,0,0,18,421700,4.27,459,2,1827570586
50,1996,0,2,17,410200,4.14,459,0,1827570586
50,1996,1,3,6,576500,1.04,459,4,1827570586
50,1996,0,3,3,561600,0.53,459,4,1827570586
50,1997,1,4,72,194800,36.96,435,5,1767864036
50,1997,1,5,7,19800,35.35,435,1,1767864036
50,1997,1,2,143,411600,34.74,435,0,1767864036
50,1997,1,1,83,344700,24.08,435,2,1767864036
50,1997,1,0,90,436400,20.62,435,2,1767864036
50,1997,0,5,7,52200,13.41,435,1,1767864036
50,1997,0,4,21,245800,8.54,435,5,1767864036
50,1997,0,2,24,429500,5.59,435,0,1767864036
50,1997,0,1,17,336800,5.05,435,2,1767864036
50,1997,0,0,17,430200,3.95,435,2,1767864036
50,1997,1,3,14,587300,2.38,435,4,1767864036
50,1997,0,3,1,570800,0.18,435,4,1767864036
50,1998,1,4,79,192900,40.95,398,5,1645963750
50,1998,1,5,7,20700,33.82,398,1,1645963750
50,1998,1,2,127,431400,29.44,398,0,1645963750
50,1998,1,1,101,349000,28.94,398,2,1645963750
50,1998,1,0,89,447700,19.88,398,2,1645963750
50,1998,0,4,16,240600,6.65,398,5,1645963750
50,1998,0,1,20,341000,5.87,398,2,1645963750
50,1998,0,5,3,54200,5.54,398,1,1645963750
50,1998,0,2,24,452600,5.3,398,0,1645963750
50,1998,0,0,22,439800,5,398,2,1645963750
50,1998,1,3,18,593800,3.03,398,4,1645963750
50,1998,0,3,3,576000,0.52,398,4,1645963750
50,1999,1,4,71,183800,38.63,291,5,1249062025
50,1999,1,2,178,466100,38.19,291,0,1249062025
50,1999,1,1,104,373200,27.87,291,2,1249062025
50,1999,1,5,5,23400,21.37,291,1,1249062025
50,1999,0,5,11,54700,20.11,291,1,1249062025
50,1999,1,0,87,471200,18.46,291,2,1249062025
50,1999,0,4,23,227800,10.1,291,5,1249062025
50,1999,0,0,23,463100,4.97,291,2,1249062025
50,1999,0,1,18,368000,4.89,291,2,1249062025
50,1999,0,2,22,488600,4.5,291,0,1249062025
50,1999,1,3,12,595600,2.01,291,4,1249062025
50,1999,0,3,2,582600,0.34,291,4,1249062025
50,2000,1,4,76,177198,42.89,313,5,1369693171
50,2000,1,2,147,488125,30.12,313,0,1369693171
50,2000,1,5,7,25297,27.67,313,1,1369693171
50,2000,1,1,91,377804,24.09,313,2,1369693171
50,2000,0,5,10,56276,17.77,313,1,1369693171
50,2000,1,0,78,483268,16.14,313,2,1369693171
50,2000,0,2,34,512008,6.64,313,0,1369693171
50,2000,0,4,13,219715,5.92,313,5,1369693171
50,2000,0,0,24,475445,5.05,313,2,1369693171
50,2000,0,1,13,372683,3.49,313,2,1369693171
50,2000,1,3,15,597753,2.51,313,4,1369693171
50,2000,0,3,2,583630,0.34,313,4,1369693171
50,2001,1,5,12,27487,43.66,345,5,1525112242
50,2001,1,4,63,172604,36.5,345,5,1525112242
50,2001,1,2,175,505650,34.61,345,0,1525112242
50,2001,1,1,92,382626,24.04,345,2,1525112242
50,2001,1,0,119,495353,24.02,345,4,1525112242
50,2001,0,5,5,57933,8.63,345,5,1525112242
50,2001,0,4,13,214506,6.06,345,5,1525112242
50,2001,0,2,30,530196,5.66,345,0,1525112242
50,2001,1,3,22,594237,3.7,345,4,1525112242
50,2001,0,0,18,487701,3.69,345,4,1525112242
50,2001,0,1,9,378112,2.38,345,2,1525112242
50,2001,0,3,2,579379,0.35,345,4,1525112242
50,2002,1,2,190,519663,36.56,359,0,1605640633
50,2002,1,4,50,170209,29.38,359,5,1605640633
50,2002,1,1,106,387433,27.36,359,2,1605640633
50,2002,1,5,8,30232,26.46,359,5,1605640633
50,2002,1,0,96,508597,18.88,359,4,1605640633
50,2002,0,5,5,60154,8.31,359,5,1605640633
50,2002,0,4,16,211702,7.56,359,5,1605640633
50,2002,0,2,40,544358,7.35,359,0,1605640633
50,2002,0,0,27,501146,5.39,359,4,1605640633
50,2002,1,3,17,586103,2.9,359,4,1605640633
50,2002,0,1,10,383200,2.61,359,2,1605640633
50,2002,0,3,2,570366,0.35,359,4,1605640633
50,2003,1,4,61,168167,36.27,424,5,1919012781
50,2003,1,2,154,533937,28.84,424,0,1919012781
50,2003,1,1,97,392508,24.71,424,2,1919012781
50,2003,1,0,71,521648,13.61,424,4,1919012781
50,2003,1,5,3,33273,9.02,424,5,1919012781
50,2003,0,0,28,514477,5.44,424,4,1919012781
50,2003,0,4,11,209349,5.25,424,5,1919012781
